,Title,Section,Sub,Class,Cat,Deg,NCIC,Printable,UCR  Code,IBR_code,Effective Date,Short_Description,Full_Description,final_code
2732,PL,140.25,01B,C,F,2,2299.0,Y,7.0,220,1981-09-01 00:00:00,BURGLARY 2,Burglary:Causes Physical Injury,PL140.2501BCF2220
2733,PL,140.25,01C,C,F,2,2299.0,Y,7.0,220,1981-09-01 00:00:00,BURGLARY 2,Burglary:Uses Dangerous Instrument,PL140.2501CCF2220
2734,PL,140.25,00H,B,F,2,2299.0,Y,7.0,220,2000-10-08 00:00:00,BURG-2/HATE CRM,Burglary - 2nd Degree / As a Hate Crime,PL140.2500HBF2220
2735,PL,140.25,02H,B,F,2,2299.0,Y,7.0,220,2000-10-08 00:00:00,BURG-2/HATE CRM,Burglary- 2nd Degree: Illegal Entry of a Dwelling / As a Hate Crime,PL140.2502HBF2220
2736,PL,140.25,02,C,F,2,2299.0,Y,7.0,220,1981-09-01 00:00:00,BURGLARY-2,Burglary 2nd Degree: Illegal Entry- Dwelling,PL140.2502CF2220
2737,PL,140.25,,C,F,2,2299.0,Y,7.0,220,,BURGLARY-2,Burglary-2nd Degree,PL140.25CF2220
2738,PL,140.25,01,C,F,2,2299.0,Y,7.0,220,,BURGLARY-2,Burglary:Illegal Entry With Criminal Intent,PL140.2501CF2220
2739,PL,140.25,01CT,B,F,2,1602.0,Y,7.0,220,2001-09-17 00:00:00,49025- BURG 2,PL490.25/Crime Of Terrorism: Burglary 2nd - Uses Dangerous Instrument,PL140.2501CTBF2220
2740,PL,140.25,00X,C,F,2,2299.0,Y,7.0,220,2007-04-13 00:00:00,BURG 2-SX MOTIV,Burglary-2nd Degree: Sexually Motivated Offense,PL140.2500XCF2220
2741,PL,140.25,01H,B,F,2,2299.0,Y,7.0,220,2000-10-08 00:00:00,BURG-2 HATE CRM,Burglary - 2nd:Illegal Entry With Criminal Intent / As a Hate Crime,PL140.2501HBF2220
2742,PL,140.25,01BX,C,F,2,2299.0,Y,7.0,220,2007-04-13 00:00:00,BURG 2-SX MOTIV,Burglary-2nd Degree: Causes Physical Injury-Sexually Motivated,PL140.2501BXCF2220
2743,PL,140.30,02,B,F,1,2299.0,Y,7.0,220,1981-09-01 00:00:00,BURGLARY-1,Burglary:Dwelling Causing Injury,PL140.3002BF1220
2744,PL,140.30,03H,B,F,1,2299.0,Y,7.0,220,2000-10-08 00:00:00,BURG-1/HATE CRM,Burglary-1st Degree: Dwelling- Dangerous Instrument /As A Hate Crime,PL140.3003HBF1220
2745,PL,140.30,02X,B,F,1,2299.0,Y,7.0,220,2007-04-13 00:00:00,BURG 1-SX MOTIV,Burglary-1st: Illegal Entry Dwelling-Cause Injury-Sexually Motivated,PL140.3002XBF1220
2746,PL,140.30,03X,B,F,1,2299.0,Y,7.0,220,2007-04-13 00:00:00,BURG 1-SX MOTIV,Burglary-1:Use/Threaten Use Of Dangerous Instrument-Sexually Motivated,PL140.3003XBF1220
2747,PL,140.30,04X,B,F,1,2299.0,Y,7.0,220,2007-04-13 00:00:00,BURG 1-SX MOTIV,Burglary-1st Degree: Dwelling-Display Firearm-Sexually Motivated,PL140.3004XBF1220
2748,PL,140.30,03,B,F,1,2299.0,Y,7.0,220,,BURGLARY-1,Burglary-1st Degree: Use or Threaten Use of Dangerous Instrument,PL140.3003BF1220
2749,PL,140.30,00T,A,F,1,1602.0,Y,7.0,220,2001-09-17 00:00:00,49025- BURG 1,PL490.25/Crime Of Terrorism: Burglary 1st Degree,PL140.3000TAF1220
2750,PL,140.30,01T,A,F,1,1602.0,Y,7.0,220,2001-09-17 00:00:00,49025- BURG 1,PL490.25/Crime Of Terrorism:Burglary 1- W/ Explosives Or Deadly Weapon,PL140.3001TAF1220
2751,PL,140.30,02T,A,F,1,1602.0,Y,7.0,220,2001-09-17 00:00:00,49025- BURG 1,PL490.25/Crime Of Terrorism: Burglary 1st- Cause Physical Injury,PL140.3002TAF1220
2752,PL,140.30,04T,A,F,1,1602.0,Y,7.0,220,2001-09-17 00:00:00,49025- BURG 1,PL490.25/Crime Of Terrorism: Burglary 1st- Displays Firearm,PL140.3004TAF1220
2753,PL,140.30,04H,B,F,1,2299.0,Y,7.0,220,2000-10-08 00:00:00,BURG-1/HATE CRM,Burglary-1st Degree: Dwelling- Displays Firearm / As A Hate Crime,PL140.3004HBF1220
2754,PL,140.30,00H,B,F,1,2299.0,Y,7.0,220,2000-10-08 00:00:00,BURG-1/HATE CRM,Burglary - 1st Degree / As a Hate Crime,PL140.3000HBF1220
2755,PL,140.30,01H,B,F,1,2299.0,Y,7.0,220,2000-10-08 00:00:00,BURG-1/HATE CRM,Burglary-1st:Dwelling With Explosives or Deadly Weapon/As a Hate Crime,PL140.3001HBF1220
2756,PL,140.30,02H,B,F,1,2299.0,Y,7.0,220,2000-10-08 00:00:00,BURG-1/HATE CRM,Burglary 1st Degree:Dwelling- Causes Physical Injury/ As a Hate Crime,PL140.3002HBF1220
2757,PL,140.30,01,B,F,1,2299.0,Y,7.0,220,1981-09-01 00:00:00,BURGLARY-1,Burglary:Dwelling With Explosives Or Deadly Weapon,PL140.3001BF1220
2758,PL,140.30,,B,F,1,2299.0,Y,7.0,220,,BURGLARY-1,Burglary-1st Degree,PL140.30BF1220
2759,PL,140.30,04,B,F,1,2299.0,Y,7.0,220,1969-09-01 00:00:00,BURGLARY-1,Burglary-1st Degree: Displays What Appears To Be A Firearm,PL140.3004BF1220
2760,PL,140.30,01X,B,F,1,2299.0,Y,7.0,220,2007-04-13 00:00:00,BURG 1-SX MOTIV,Burglary-1st:Dwelling-Explosives Or Deadly Weapon-Sexually Motivated,PL140.3001XBF1220
2761,PL,140.30,00X,B,F,1,2299.0,Y,7.0,220,2007-04-13 00:00:00,BURG 1-SX MOTIV,Burglary-1st:Illegal Entry Dwelling To Commit Crime-Sexually Motivated,PL140.3000XBF1220
2762,PL,140.30,03T,A,F,1,1602.0,Y,7.0,220,2001-09-17 00:00:00,49025- BURG 1,PL490.25/Crime Of Terrorism: Burglary 1st- Use Dangerous Instrument,PL140.3003TAF1220
2763,PL,140.35,,A,M,0,2206.0,Y,42.0,90Z,,POSS BURG TOOLS,Possession Of Burglar Tools,PL140.35AM090Z
2764,PL,140.40,,B,M,0,2206.0,Y,43.0,90Z,1970-09-01 00:00:00,UNLAW RADIO DEV,Unlawful Possession Radio Devices,PL140.40BM090Z
2765,PL,145.00,00H,E,F,4,2999.0,Y,30.0,290,2000-10-08 00:00:00,CRIM MISCH-HATE,Criminal Mischief-4th Degree/As A Hate Crime,PL145.0000HEF4290
2766,PL,145.00,01H,E,F,4,2999.0,Y,30.0,290,2000-10-08 00:00:00,CRIM MIS 4-HATE,Criminal Mischief-4th:Intentionally Damages Property/As A Hate Crime,PL145.0001HEF4290
2767,PL,145.00,02H,E,F,4,2999.0,Y,30.0,290,2000-10-08 00:00:00,CRIM MIS 4-HATE,Criminal Mischief-4th: Destroys Abandoned Building / As A Hate Crime,PL145.0002HEF4290
2768,PL,145.00,03,A,M,4,2999.0,Y,30.0,290,1983-09-01 00:00:00,CRIM MISCHIEF-4,Criminal Mischief:Reckless Property Damage Greater Than $250,PL145.0003AM4290
2769,PL,145.00,,A,M,4,2999.0,Y,30.0,290,1971-09-01 00:00:00,CRIM MISCHIEF-4,Criminal Mischief-4th Degree,PL145.00AM4290
2770,PL,145.00,04,A,M,4,2999.0,Y,30.0,290,2008-07-06 00:00:00,CRIM MISCHIEF-4,Criminal Mischief 4:Disable Equip To Prevnt Request For Emrgncy Assist,PL145.0004AM4290
2771,PL,145.00,01,A,M,4,2999.0,Y,30.0,290,1971-09-01 00:00:00,CRIM MISCHIEF-4,Criminal Mischief:Intent To Damage Property,PL145.0001AM4290
2772,PL,145.00,04B,A,M,4,2999.0,Y,30.0,290,2008-07-06 00:00:00,CRIM MISCHIEF-4,Crim Mis-4:Disble Equip To Prvnt Emrgncy Call To Protect Frm Phys Harm,PL145.0004BAM4290
2773,PL,145.00,04H,E,F,4,2999.0,Y,30.0,290,2008-07-06 00:00:00,CRIM MIS 4-HATE,Crim Mis-4:Disable Equip To Prevnt Request ForEmergncy Call/Hate Crime,PL145.0004HEF4290
2774,PL,145.00,04AH,E,F,4,2999.0,Y,30.0,290,2008-07-06 00:00:00,CRIM MIS 4-HATE,Crim Mis-4:Disable Equip Prvnt Emrgncy Call Police/Fire/EMT/Hate Crime,PL145.0004AHEF4290
2775,PL,145.00,04BH,E,F,4,2999.0,Y,30.0,290,2008-07-06 00:00:00,CRIM MIS 4-HATE,Crim Mis-4:Disble Equip Prvnt Emrgncy Call Protect From Phys Harm/Hate,PL145.0004BHEF4290
2776,PL,145.00,03H,E,F,4,2999.0,Y,30.0,290,2000-10-08 00:00:00,CRIM MIS 4-HATE,Criminal Mischief-4th:Recklessly Damage Property >$250/As A Hate Crime,PL145.0003HEF4290
2777,PL,145.00,02,A,M,4,2999.0,Y,30.0,290,1983-09-01 00:00:00,CRIM MISCHIEF-4,Criminal Mischief 4th: Destroy Abandoned Building,PL145.0002AM4290
2778,PL,145.00,04A,A,M,4,2999.0,Y,30.0,290,2008-07-06 00:00:00,CRIM MISCHIEF-4,Crim Mischief-4:Disable Equip To Prvnt Emrgncy Call To Police/Fire/EMT,PL145.0004AAM4290
2779,PL,145.05,00H,D,F,3,2999.0,Y,30.0,290,2000-10-08 00:00:00,CRIM MIS/HATE,Criminal Mischief-3rd Degree / As A Hate Crime,PL145.0500HDF3290
2780,PL,145.05,01,E,F,3,2999.0,Y,30.0,290,2003-11-01 00:00:00,CRIM MISCHIEF-3,Criminal Mischief 3rd: Damage The Motor Vehicle Of Another Person,PL145.0501EF3290
2781,PL,145.05,01H,D,F,3,2999.0,Y,30.0,290,2003-11-01 00:00:00,CRIM MSCHF-HATE,Criminal Mischief 3rd: Damage Another's Motor Vehicle/As A Hate Crime,PL145.0501HDF3290
2782,PL,145.05,02,E,F,3,2999.0,Y,30.0,290,2003-11-01 00:00:00,CRIM MISCHIEF-3,Criminal Mischief 3rd: Damage Another Person's Property- Amount > $250,PL145.0502EF3290
2783,PL,145.05,02H,D,F,3,2999.0,Y,30.0,290,2003-11-01 00:00:00,CRIM MSCHF-HATE,Criminal Mischief 3rd:Damage Another's Property> $250/As A Hate Crime,PL145.0502HDF3290
2784,PL,145.05,,E,F,3,2999.0,Y,30.0,290,1971-09-01 00:00:00,CRIM MISCHIEF-3,Criminal Mischief-3rd Degree,PL145.05EF3290
2785,PL,145.10,00H,C,F,2,2999.0,Y,30.0,290,2000-10-08 00:00:00,CRIM MIS/HATE,Criminal Mischief-2nd Degree / As A Hate Crime,PL145.1000HCF2290
2786,PL,145.10,,D,F,2,2999.0,Y,30.0,290,1971-09-01 00:00:00,CRIM MISCHIEF-2,Criminal Mischief -2nd Degree,PL145.10DF2290
2787,PL,145.12,00H,B,F,1,2999.0,Y,30.0,290,2000-10-08 00:00:00,CRIM MISCH-HATE,Criminal Mischief-1st Degree / As A Hate Crime,PL145.1200HBF1290
2788,PL,145.12,,B,F,1,2999.0,Y,30.0,290,1971-09-01 00:00:00,CRIM MISCHIEF-1,Criminal Mischief-1st Degree,PL145.12BF1290
2789,PL,145.14,,B,M,3,2999.0,Y,30.0,290,1979-01-01 00:00:00,CRIM TAMPER 3,Criminal Tampering-3rd Degree,PL145.14BM3290
2790,PL,145.15,,A,M,2,2999.0,Y,30.0,290,2006-08-16 00:00:00,CRIM TAMPER-2,Criminal Tampering-2nd Degree,PL145.15AM2290
2791,PL,145.20,00T,C,F,1,1602.0,Y,30.0,290,2006-08-16 00:00:00,49025-CR TAMPER,PL 490.25/Crime Of Terrorism: Criminal Tampering-1st Degree,PL145.2000TCF1290
2792,PL,145.20,,D,F,1,2999.0,Y,30.0,290,2006-08-16 00:00:00,CRIM TAMPER-1,Criminal Tampering-1st Degree,PL145.20DF1290
2793,PL,145.22,,A,M,2,2999.0,Y,30.0,290,2007-07-18 00:00:00,CEMETERY DES-2,Cemetery Desecration-2nd Degree,PL145.22AM2290
2794,PL,145.22,B,A,M,2,2999.0,Y,30.0,290,2007-07-18 00:00:00,CEMETERY DES-2,Cemetery Desecration-2nd: Steal Property From Place Of Human Burial,PL145.22BAM2290
2795,PL,145.22,A,A,M,2,2999.0,Y,30.0,290,2007-07-18 00:00:00,CEMETERY DES-2,Cemetery Desecration-2nd: Damages Place Of Human Burial Or Interment,PL145.22AAM2290
2796,PL,145.23,B,E,F,1,2999.0,Y,30.0,290,2007-07-18 00:00:00,CEMETERY DES-1,Cemetery Desecration-1st: Steal Property From Burial Place- Value>$250,PL145.23BEF1290
2797,PL,145.23,A,E,F,1,2999.0,Y,30.0,290,2007-07-18 00:00:00,CEMETERY DES-1,Cemetery Desecration-1st: Damages Place Of Human Burial- Amount >$250,PL145.23AEF1290
2798,PL,145.23,,E,F,1,2999.0,Y,30.0,290,2007-07-18 00:00:00,CEMETERY DES-1,Cemetery Desecration-1st Degree,PL145.23EF1290
2799,PL,145.23,C,E,F,1,2999.0,Y,30.0,290,2007-07-18 00:00:00,CEMETERY DES-1,Cemetery Desecration-1st: Commit PL 145.22-Prior Conviction In 5 Yrs,PL145.23CEF1290
2800,PL,145.25,,B,M,0,2999.0,Y,30.0,90Z,,RECK ENDGR PROP,Reckless Endangerment Property,PL145.25BM090Z
2801,PL,145.26,,E,F,2,2999.0,Y,30.0,290,2007-11-11 00:00:00,CEMETERY DES-2,Aggravated Cemetery Desecration-2nd: Remove Remains/Object From Crypt,PL145.26EF2290
2802,PL,145.27,,D,F,1,2999.0,Y,30.0,290,2007-11-11 00:00:00,CEMETERY DES-1,Agg Cem Des-1:Commit PL 145.26-Prior Conv PL145.22/145.23/145.26-5 Yrs,PL145.27DF1290
2803,PL,145.30,01,,V,0,7199.0,N,43.0,90Z,,UNLAW POST ADV,Unlawful Posting Advertisement On Industrial Property,PL145.3001V090Z
2804,PL,145.30,,,V,0,7199.0,N,43.0,90Z,,UNLAW POST ADV,Unlawful Posting Advertisement,PL145.30V090Z
2805,PL,145.40,,A,M,2,5599.0,Y,43.0,90Z,1986-11-01 00:00:00,PRODCT TAMPER 2,Tampering With A Consumer Product -2nd Degree,PL145.40AM290Z
2806,PL,145.45,,E,F,1,5599.0,Y,43.0,90Z,1986-11-01 00:00:00,PRODCT TAMPERNG,Tampering With A Consumer Product -1st Degree,PL145.45EF190Z
2807,PL,145.50,,,V,0,7199.0,N,43.0,90Z,1987-11-01 00:00:00,LITTER RR TRACK,Litter Railroad Tracks or Rights-of-way,PL145.50V090Z
2808,PL,145.50,01,,V,0,7199.0,N,43.0,90Z,1987-11-01 00:00:00,LITTER RR TRACK,Litter Railroad Tracks or Rights-of-way,PL145.5001V090Z
2809,PL,145.60,02,A,M,0,7199.0,Y,30.0,290,1992-11-01 00:00:00,MAKING GRAFFITI,Making Graffiti,PL145.6002AM0290
2810,PL,145.60,,A,M,0,7199.0,Y,30.0,290,1992-11-01 00:00:00,MAKING GRAFFITI,Making Graffiti,PL145.60AM0290
2811,PL,145.65,,B,M,0,7199.0,Y,30.0,90Z,1992-11-01 00:00:00,POSS GRAFF INST,Possession Of Graffiti Instruments,PL145.65BM090Z
2812,PL,145.70,03,A,M,0,2699.0,Y,31.0,26A,1999-11-09 00:00:00,TAXI METER VIOL,Criminal Possession Of A Taximeter Accelerating Device,PL145.7003AM026A
2813,PL,145.70,,A,M,0,2699.0,Y,31.0,26A,1999-11-09 00:00:00,TAXI METER VIOL,Criminal Possession Of A Taximeter Accelerating Device,PL145.70AM026A
2814,PL,150.01,,A,M,5,2099.0,Y,30.0,290,2001-11-01 00:00:00,ARSON 5,Arson 5: Intentionally Damage Property Of Another By Fire Or Explosion,PL150.01AM5290
2815,PL,150.05,01H,D,F,4,2099.0,Y,10.0,200,2000-10-08 00:00:00,ARSON-4/HATECRM,Arson-4th: Recklessly Damages Building Or Vehicle / As A Hate Crime,PL150.0501HDF4200
2816,PL,150.05,,E,F,4,2099.0,Y,10.0,200,1971-09-01 00:00:00,ARSON-4,Arson-4th:Recklessly Damage,PL150.05EF4200
2817,PL,150.05,01,E,F,4,2099.0,Y,10.0,200,1971-09-01 00:00:00,ARSON-4,Arson-4th:Recklessly Damage,PL150.0501EF4200
2818,PL,150.05,00H,D,F,4,2099.0,Y,10.0,200,2000-10-08 00:00:00,ARSON 4-HATECRM,Arson-4th: Recklessly Damages Building Or Vehicle / As A Hate Crime,PL150.0500HDF4200
2819,PL,150.10,00H,B,F,3,2099.0,Y,10.0,200,2000-10-08 00:00:00,ARSON-3/HATECRM,Arson-3rd : Intentionally Damage Building Or Vehicle / As A Hate Crime,PL150.1000HBF3200
2820,PL,150.10,01H,B,F,3,2099.0,Y,10.0,200,2000-10-08 00:00:00,ARSON-3/HATECRM,Arson-3rd: Intentionally Damage Building Or Vehicle / As A Hate Crime,PL150.1001HBF3200
2821,PL,150.10,,C,F,3,2099.0,Y,10.0,200,1971-09-01 00:00:00,ARSON-3,Arson-3rd:Intentionally Damage,PL150.10CF3200
2822,PL,150.10,01,C,F,3,2099.0,Y,10.0,200,1971-09-01 00:00:00,ARSON-3,Arson-3rd:Intentionally Damage,PL150.1001CF3200
2823,PL,150.15,00T,A,F,2,1602.0,Y,10.0,200,2001-09-17 00:00:00,49025- ARSON 2,PL490.25/Crime Of Terrorism:Arson 2-Intend Cause Damage/Person Present,PL150.1500TAF2200
2824,PL,150.15,,B,F,2,2099.0,Y,10.0,200,1971-09-01 00:00:00,ARSON-2,Arson-2nd:Intentional Fire With Person Present,PL150.15BF2200
2825,PL,150.15,00X,B,F,2,2099.0,Y,10.0,200,2007-04-13 00:00:00,ARSON 2-SEX MOT,Arson-2nd Degree: Person Inside Building Or Vehicle-Sexually Motivated,PL150.1500XBF2200
2826,PL,150.15,00H,B,F,2,2099.0,Y,10.0,200,2000-10-08 00:00:00,ARSON-2/HATECRM,Arson-2nd: Intentional Fire With A Person Present/As A Hate Crime,PL150.1500HBF2200
2827,PL,150.20,00H,A,F,1,2099.0,Y,10.0,200,2000-10-08 00:00:00,ARSON-1/HATECRM,Arson-1st Degree / As A Hate Crime,PL150.2000HAF1200
2828,PL,150.20,00T,A,F,1,1602.0,Y,10.0,200,2001-09-17 00:00:00,49025-ARSON-1,PL490.25/ Crime Of Terrorism - Arson 1st Degree,PL150.2000TAF1200
2829,PL,150.20,01T,A,F,1,1602.0,Y,10.0,200,2001-09-17 00:00:00,49025-ARSON-1,PL490.25 Crime Of Terrorism: Arson 1st- Cause Injury Or Gain Profit,PL150.2001TAF1200
2830,PL,150.20,00X,A,F,1,2099.0,Y,10.0,200,2007-04-13 00:00:00,ARSON 1-SEX MOT,Arson-1st Degree: Sexually Motivated Offense,PL150.2000XAF1200
2831,PL,150.20,01H,A,F,1,2099.0,Y,10.0,200,2000-10-08 00:00:00,ARSON-1/HATECRM,Arson-1st Degree/ As A Hate Crime,PL150.2001HAF1200
2832,PL,150.20,01X,A,F,1,2099.0,Y,10.0,200,2007-04-13 00:00:00,ARSON 1-SEX MOT,Arson-1st:Damage Building/Vehicle By Explosion/Fire-Sexually Motivated,PL150.2001XAF1200
2833,PL,150.20,,A,F,1,2099.0,Y,10.0,200,1971-09-01 00:00:00,ARSON-1,Arson-1st:Cause Injury For Profit,PL150.20AF1200
2834,PL,150.20,01,A,F,1,2099.0,Y,10.0,200,1980-09-01 00:00:00,ARSON 1,Arson-1st:Causing Injury Or For Profit,PL150.2001AF1200
2835,PL,155.25,,A,M,0,2399.0,Y,8.0,23H,,PETIT LARCENY,Petit Larceny,PL155.25AM023H
2836,PL,155.25,00Z,A,M,0,5199.0,Y,8.0,23H,2014-04-30 00:00:00,PETIT LARCENY,Petit Larceny as a Crime of Public Corruption,PL155.2500ZAM023H
2837,PL,155.25,00H,E,F,0,2399.0,Y,8.0,23H,2000-10-08 00:00:00,PETIT LARC-HATE,Petit Larceny/As A Hate Crime,PL155.2500HEF023H
2838,PL,155.30,02H,D,F,4,2399.0,Y,8.0,23H,2000-10-08 00:00:00,GR LARCENY-HATE,Grand Larceny-4th: Public Records-Any Value / As A Hate Crime,PL155.3002HDF423H
2839,PL,155.30,01H,D,F,4,2399.0,Y,8.0,23H,2000-10-08 00:00:00,GR LARCENY-HATE,Grand Larceny-4th: Value Property Greater Than $1000 / As A Hate Crime,PL155.3001HDF423H
2840,PL,155.30,00H,D,F,4,2399.0,Y,8.0,23H,2000-10-08 00:00:00,GR LARCENY-HATE,Grand Larceny-4th Degree / As A Hate Crime,PL155.3000HDF423H
2841,PL,155.30,11,E,F,4,2399.0,Y,8.0,23H,2005-10-01 00:00:00,GRAND LARCENY 4,Gr Larceny-4: Anhydrous Ammonia/Liquified Ammonia Gas-Manufacture Meth,PL155.3011EF423H
2842,PL,155.30,11H,D,F,4,2399.0,Y,8.0,23H,2005-10-01 00:00:00,GR LARCENY-HATE,Gr Larceny-4th: Anhydrous Ammonia To Manufacture Meth/As A Hate Crime,PL155.3011HDF423H
2843,PL,155.30,06,E,F,4,2399.0,Y,23.0,210,1986-11-01 00:00:00,GRAND LARCENY 4,Grand Larceny 4th:Getting Property By Extort,PL155.3006EF4210
2844,PL,155.30,04,E,F,4,2399.0,Y,8.0,23H,1986-11-01 00:00:00,GRAND LARCENY 4,Grand Larceny-4th:Credit Card,PL155.3004EF423H
2845,PL,155.30,10,E,F,4,2399.0,Y,8.0,23H,1992-11-01 00:00:00,GRAND LARC 4TH,Grand Larceny-4th:Obtain Telephone Service,PL155.3010EF423H
2846,PL,155.30,03,E,F,4,2399.0,Y,8.0,23H,1986-11-01 00:00:00,GRAND LARCENY 4,Grand Larceny 4th:Secret Scientific Material,PL155.3003EF423H
2847,PL,155.30,00Z,D,F,4,5199.0,Y,8.0,23H,2014-04-30 00:00:00,GRAND LARCENY 4,Grand Larceny 4th Degree as a Crime of Public Corruption,PL155.3000ZDF423H
2848,PL,155.30,01,E,F,4,2399.0,Y,8.0,23H,1986-11-01 00:00:00,GRAND LARCENY 4,Grand Larceny 4th :Value Property Greater Than $1000,PL155.3001EF423H
2849,PL,155.30,06H,D,F,4,2399.0,Y,23.0,210,2000-10-08 00:00:00,GR LARCENY-HATE,Grand Larceny-4th: Property Obtained By Extortion / As A Hate Crime,PL155.3006HDF4210
2850,PL,155.30,03H,D,F,4,2399.0,Y,8.0,23H,2000-10-08 00:00:00,GR LARCENY-HATE,Grand Larceny-4th: Secret Scientific Material / As A Hate Crime,PL155.3003HDF423H
2851,PL,155.30,07,E,F,4,2399.0,Y,8.0,23H,1986-11-01 00:00:00,GRAND LARCENY 4,Grand Larceny 4th Degree: Firearms/Rifles/Shotguns,PL155.3007EF423H
2852,PL,155.30,09H,D,F,4,2399.0,Y,8.0,23H,2010-08-30 00:00:00,GR LARCENY-HATE,Grand Larceny 4 -Steal Religious Item Value At Least $100 - Hate Crime,PL155.3009HDF423H
2853,PL,155.30,09,E,F,4,2399.0,Y,8.0,23H,2010-08-30 00:00:00,GRAND LARCENY 4,Grand Larceny 4th - Steal Religious Item Value At Least $100,PL155.3009EF423H
2854,PL,155.30,05,E,F,4,2399.0,Y,8.0,23H,1986-11-01 00:00:00,GRAND LARCENY 4,Grand Larceny 4th:Property Taken From Person,PL155.3005EF423H
2855,PL,155.30,08,E,F,4,2404.0,Y,9.0,240,1986-11-01 00:00:00,GRAND LARCENY 4,Grand Larceny-4th:Motor Vehicle Value Exceeds $100,PL155.3008EF4240
2856,PL,155.30,02,E,F,4,2399.0,Y,8.0,23H,1986-11-01 00:00:00,GRAND LARCENY 4,Grand Larceny 4th:Public Record Any Value,PL155.3002EF423H
2857,PL,155.30,,E,F,4,2399.0,Y,8.0,23H,1986-11-01 00:00:00,GRAND LARCENY 4,Grand Larceny-4th Degree,PL155.30EF423H
2858,PL,155.30,10H,D,F,4,2399.0,Y,8.0,23H,2000-10-08 00:00:00,GL-4/HATE CRIME,Grand Larceny-4th:Access Device for Unlawful Phone Service /Hate Crime,PL155.3010HDF423H
2859,PL,155.30,08H,D,F,4,2399.0,Y,9.0,240,2000-10-08 00:00:00,GR LARCENY-HATE,Grand Larceny-4th: Motor Vehicle Value Exceeds $100 / As A Hate Crime,PL155.3008HDF4240
2860,PL,155.30,07H,D,F,4,2399.0,Y,8.0,23H,2000-10-08 00:00:00,GR LARCENY-HATE,"Grand Larceny-4th: Firearms, Rifles, Or Shotguns / As A Hate Crime",PL155.3007HDF423H
2861,PL,155.30,05H,D,F,4,2399.0,Y,8.0,23H,2000-10-08 00:00:00,GR LARCENY-HATE,Grand Larceny-4th Degree: Property Taken From Person/ As A Hate Crime,PL155.3005HDF423H
2862,PL,155.30,04H,D,F,4,2399.0,Y,8.0,23H,2000-10-08 00:00:00,GR LARCENY-HATE,Grand Larceny-4th: Credit Or Debit Card / As A Hate Crime,PL155.3004HDF423H
2863,PL,155.35,01,D,F,3,2399.0,Y,8.0,23H,2010-11-01 00:00:00,GRAND LARCENY 3,Grand Larceny 3rd Degree: Property Value Exceeds $3000,PL155.3501DF323H
2864,PL,155.35,01H,C,F,3,2399.0,Y,8.0,23H,2010-11-01 00:00:00,GR LRCNY-3-HATE,Grand Larceny 3rd: Value Greater Than $3000 As A Hate Crime,PL155.3501HCF323H
2865,PL,155.35,00H,C,F,3,2399.0,Y,8.0,23H,2010-11-01 00:00:00,GR LRCNY-3-HATE,Grand Larceny 3rd Degree: As A Hate Crime,PL155.3500HCF323H
2866,PL,155.35,02H,C,F,3,2399.0,Y,8.0,23H,2010-11-01 00:00:00,GR LRCNY-3-HATE,Grand Larceny 3rd: Steal ATM Or Contents As A Hate Crime,PL155.3502HCF323H
2867,PL,155.35,02,D,F,3,2399.0,Y,8.0,23H,2010-11-01 00:00:00,GRAND LARCENY 3,Grand Larceny 3rd Degree: Steal ATM Or Contents,PL155.3502DF323H
2868,PL,155.35,00Z,C,F,3,5199.0,Y,8.0,23H,2014-04-30 00:00:00,GRAND LARCENY 3,Grand Larceny 3rd Degree as a Crime of Public Corruption,PL155.3500ZCF323H
2869,PL,155.35,,D,F,3,2399.0,Y,8.0,23H,2010-11-01 00:00:00,GRAND LARCENY 3,Grand Larceny 3rd Degree,PL155.35DF323H
2870,PL,155.40,00H,B,F,2,2399.0,Y,8.0,23H,2000-10-08 00:00:00,GR LARCENY-HATE,Grand Larceny 2nd Degree/ As A Hate Crime,PL155.4000HBF223H
2871,PL,155.40,01H,B,F,2,2399.0,Y,8.0,23H,2000-10-08 00:00:00,GR LARCENY-HATE,"Grand Larceny-2nd:Property Value Exceeds $50,000 / As A Hate Crime",PL155.4001HBF223H
2872,PL,155.40,02H,B,F,2,2399.0,Y,23.0,210,2000-10-08 00:00:00,GR LARCENY-HATE,Grand Larceny-2nd: Property Obtained By Extortion / As A Hate Crime,PL155.4002HBF2210
2873,PL,155.40,,C,F,2,2399.0,Y,8.0,23H,1986-11-01 00:00:00,GRAND LARCENY 2,Grand Larceny-2nd Degree,PL155.40CF223H
2874,PL,155.40,01,C,F,2,2399.0,Y,8.0,23H,1986-11-01 00:00:00,GRAND LARCENY 2,"Grand Larc-2nd:Property Value Exceeds $50,000",PL155.4001CF223H
2875,PL,155.40,02,C,F,2,2399.0,Y,23.0,210,1986-11-01 00:00:00,GRAND LARCENY 2,Grand Larceny-2nd:Property Obtained By Extortion,PL155.4002CF2210
2876,PL,155.40,02C,C,F,2,2399.0,Y,23.0,210,1986-11-01 00:00:00,GRAND LARCENY 2,Grand Larceny - 2nd:Extort-By Public Servant,PL155.4002CCF2210
2877,PL,155.40,02A,C,F,2,2399.0,Y,23.0,210,1986-11-01 00:00:00,GRAND LARCENY 2,Grand Larceny - 2nd:Extortion-Physical Injury,PL155.4002ACF2210
